id,recipe_id,step,description
641129c7-8bab-4796-91bb-4371add4fd7a,bf431818-b4cc-45b9-beb7-fe8108509579,4,Let rise until double in size.  Bake in a preheated 350F oven for 30-40 minutes or until well browned and top of bread sound hollow when tapped.
c8639165-0813-4d7f-8adf-25fb059b91fc,bf431818-b4cc-45b9-beb7-fe8108509579,5,Remove from pan immediately to cool on wire rack.
fa20300d-7002-4173-a7a3-f92aadb97052,82df4464-bdf2-48fa-966d-3853e8b638a3,1,"To toast almonds, preheat oven to 350=B0F. Spread almonds in a single layer  on a baking sheet and toast, turning occasionally, for 10 minutes."
537bbc87-ec17-4f14-aa0a-d35367872614,82df4464-bdf2-48fa-966d-3853e8b638a3,2,"Set aside  to cool, then roughly chop."
5e640b3c-66a5-461b-bc4c-cf80dd7798e6,82df4464-bdf2-48fa-966d-3853e8b638a3,3,"Sift together flour, baking powder and salt in a  small mixing bowl. Set aside."
d3883966-6bc6-4233-843f-d0415d2b375e,82df4464-bdf2-48fa-966d-3853e8b638a3,4,Cream butter and sugar with an electric mixer  in a large mixing bowl until fluffy; then beat in eggs and vanilla.
182d9d69-5c9c-4e5e-b386-cfc02f9db823,82df4464-bdf2-48fa-966d-3853e8b638a3,5,"Gradually add flour mixture, mix until combined, then stir in chopped  almonds and anise seeds. Dough will be stiff."
5c58c7a6-0fc0-481c-9992-94b85deb34be,82df4464-bdf2-48fa-966d-3853e8b638a3,6,"Transfer dough to a lightly floured work surface, then, using your hands or a rolling pin, shape into one long roll, about 3 inches by 13 inches."
d248860e-d120-451b-a639-abdc917fa6be,82df4464-bdf2-48fa-966d-3853e8b638a3,7,"Line baking sheet with parchment paper or aluminum foil (shiny side up). Transfer dough roll to baking sheet,  flatten slightly, then bake until golden brown, about 35 minutes."
fe4f3516-2c4d-4fcc-80d7-ee9ee6a31410,82df4464-bdf2-48fa-966d-3853e8b638a3,8,"Remove from oven--do not turn oven off--and set aside until cool enough to handle,  about 15 minutes."
8ba6d692-4261-4da3-9538-cb187f6b6f60,82df4464-bdf2-48fa-966d-3853e8b638a3,9,"Using a serrated knife, cut roll, on the diagonal, into 1/2 inch thick slices."
01ba6f87-fd50-47ee-b07a-7eb07124223a,82df4464-bdf2-48fa-966d-3853e8b638a3,10,"Place slices flat on baking sheet and bake, turning  once, until golden brown, about 5 minutes per side. Do not over bake:  Biscotti will feel soft in the middle but will become crisp and hard as they cool."
3739e7d6-8013-45dc-85a9-b92d0507ec0b,82df4464-bdf2-48fa-966d-3853e8b638a3,11,Allow to cool completely on pan.
1116a507-fe70-4ecc-99f3-f7847ea4d9aa,82df4464-bdf2-48fa-966d-3853e8b638a3,12,Biscotti will keep in a sealed container for up to 4 weeks.
b0e7a754-6c87-4c08-a776-7d85b0aad932,348664e0-3e8c-4a2f-843f-0e3d0954da66,1,Heat oil in Dutch oven or large skillet. Add garlic and chopped beef.
20e8c92a-f1f6-4aed-9468-f43045df8ce0,348664e0-3e8c-4a2f-843f-0e3d0954da66,2,Brown beef on all sides.
f85a33d5-330f-4015-9d63-a30949cf44c9,348664e0-3e8c-4a2f-843f-0e3d0954da66,3,"Add onion, stewed tomatoes, and 3 quarts of water."
d0095340-5dfa-47ad-9bee-1159b03c35f0,348664e0-3e8c-4a2f-843f-0e3d0954da66,4,"Add seasoning, tomatoes, potatoes, and onion and simmer for 2 hours watching carefully to be sure the pot doesn't go dry."
54fffb72-9e0e-4755-8d5a-f3dfc31041d1,348664e0-3e8c-4a2f-843f-0e3d0954da66,5,Add vegetables and pearl barley and simmer covered for 1 hour.
3295ce87-d696-4c05-9fe5-abaaa2b7b084,348664e0-3e8c-4a2f-843f-0e3d0954da66,6,Add water as needed.
3d46b42a-30c6-4caf-a4df-b41ab095737f,348664e0-3e8c-4a2f-843f-0e3d0954da66,7,Thicken stew with cornstarch.
d6244fdb-946f-47b2-9252-a8e65d583ddf,19c1a81d-96f4-4114-8e68-2e154b63df6d,1,"Combine milk, triple sec, Tequila, lime juice, whipped cream and food coloring."
876cfd36-cfd3-4b98-96f5-e03f4d29debc,19c1a81d-96f4-4114-8e68-2e154b63df6d,2,Fill crust with mixture.
8c92b9f7-0317-4b46-982f-45f6a27a32e0,19c1a81d-96f4-4114-8e68-2e154b63df6d,3,Cover and freeze 4 to 5 hours or overnight. Let stand several minutes prior to cutting.
9af2600f-fe34-4638-9f98-33beae0c1fce,19c1a81d-96f4-4114-8e68-2e154b63df6d,4,"Garnish each slice with whipped cream, lime slice and mint leaves."
da599036-22a4-4ebe-b72f-0a26d397cb1c,a4698361-4aa1-4248-a9f0-30b91c700b93,1,"Melt butter in large sauce pan over low heat; blend in flour, salt, and pepper."
a509e844-7db8-4757-8beb-4f4fb7475cd0,a4698361-4aa1-4248-a9f0-30b91c700b93,2,"Cook, stirring constantly, for about 1 minute. Remove from heat gradually stir in milk."
e8721f84-70a4-46e1-97e0-1e4c6b21fe6b,a4698361-4aa1-4248-a9f0-30b91c700b93,3,Return to heat; cook until thickened and bubbly.
797334fe-5045-40a2-910e-d51ee47144fc,a4698361-4aa1-4248-a9f0-30b91c700b93,4,"Fold in ham, onion, green pepper and cheese. Pour over potatoes in a large bowl."
0db7a2e2-4889-48ff-a04b-3ebf460ef878,a4698361-4aa1-4248-a9f0-30b91c700b93,5,Stir gently then move into a buttered 13X9-inch baking dish; cover with foil.
1fb6493c-1946-468b-a5d7-7b0c452bc953,a4698361-4aa1-4248-a9f0-30b91c700b93,6,Bake at 350 degrees for 30 minutes.
a0ad37f6-dc41-4b96-a436-0bd08bed86e0,a4698361-4aa1-4248-a9f0-30b91c700b93,7,Uncover and continue to bake for 1 hour.
34504461-bbfe-468f-9690-f58ce2259f43,a4698361-4aa1-4248-a9f0-30b91c700b93,8,Let stand for 10 minutes before serving.
11d59078-603d-4b0a-961f-3e3e8ba8482c,5fae8d44-c362-4ad5-ae3a-20429686b6b0,1,"Line a 13 by 9 inch pan (at least 1-1/2 inches deep) with heavy-duty aluminum foil, shiny side up.  Set aside."
9378368c-e727-4c00-bf9a-72a2b02655f9,5fae8d44-c362-4ad5-ae3a-20429686b6b0,2,Adjust rack to center of oven; preheat oven to 350 degrees F.
61a23482-5d46-4ba9-bbcb-2650be738899,5fae8d44-c362-4ad5-ae3a-20429686b6b0,3,"For Crust: In small bowl, combine softened butter, sugar, and vanilla.  By hand, cream until well-mixed and fluffy."
75a09203-c1c0-48a7-9830-12165f03828c,5fae8d44-c362-4ad5-ae3a-20429686b6b0,4,Add sifted flour and stir to combine.
04e8f445-b8a0-4b0f-823d-29cf31c83259,5fae8d44-c362-4ad5-ae3a-20429686b6b0,5,"Place crust mixture by small spoonfuls all over bottom of lined pan.  Keeping your hands lightly floured, press crust mixture into an even layer with fingertips and/or knuckles (this mixture is a bit sticky, so re-flour your hands lightly as necessary)."
baeb0e3b-e9b9-4840-b24f-62c1b0f8e593,5fae8d44-c362-4ad5-ae3a-20429686b6b0,6,Place in preheated oven and bake for 10 minutes.
caf74ffb-1bfe-4353-a3a2-f580341bbb45,5fae8d44-c362-4ad5-ae3a-20429686b6b0,7,"While crust bakes, make sure chocolate chips are at hand."
aeae95f0-51a8-4221-90df-00994592391b,5fae8d44-c362-4ad5-ae3a-20429686b6b0,8,"Start Walnut Layer by combining eggs, sugar, and vanilla in medium bowl.  By hand, beat until well-mixed.  Set aside."
d5586d00-222c-451b-9014-6325b88ba1fe,5fae8d44-c362-4ad5-ae3a-20429686b6b0,9,"When Crust has baked for 10 minutes, remove from oven to  cooling rack."
b43d8304-59de-4c70-ac49-8aac10e44edb,5fae8d44-c362-4ad5-ae3a-20429686b6b0,10,Immediately sprinkle with chocolate chips as evenly as possible.  Return to oven for 3 minutes to melt chocolate; remove to cooling rack.
cdaf2ee1-1de6-4a2e-a7fb-f07b88a855ca,5fae8d44-c362-4ad5-ae3a-20429686b6b0,11,"With back of spoon or offset spatula, spread chocolate evenly over crust.  Allow to stand for about 3 minutes."
cf166876-135b-4b5b-9644-0f874f95cb26,5fae8d44-c362-4ad5-ae3a-20429686b6b0,12,"During this standing period, add slightly cooled melted butter to egg mixture and beat in."
8cc2a0c1-25fd-4888-ab47-987a6cc31d3a,5fae8d44-c362-4ad5-ae3a-20429686b6b0,13,Stir in walnuts until evenly distributed.
0cc7f387-4a5b-4780-ac5b-5b81fe364531,5fae8d44-c362-4ad5-ae3a-20429686b6b0,14,"After standing period, place walnut mixture by spoonfuls all over melted chocolate, distributing walnuts as evenly as possible."
ecbaceb9-6ba2-49a2-88e9-758396d34104,5fae8d44-c362-4ad5-ae3a-20429686b6b0,15,Return to oven. Bake 20 to 25 minutes.
312dea66-b029-4b34-8b3d-70c8ad06236f,5fae8d44-c362-4ad5-ae3a-20429686b6b0,16,"When done, top of walnut layer will be a light golden brown; edges will be darker.  Remove to cooling rack."
f70daafe-88f5-4b30-96ce-579929be5411,5fae8d44-c362-4ad5-ae3a-20429686b6b0,17,Cool completely before storing airtight.
bac2f5f4-8a8d-4dec-a5cf-984801fcafa0,5fae8d44-c362-4ad5-ae3a-20429686b6b0,18,"Before cutting, see  Notes at beginning of recipe.  To cut, use a large, sharp, straight- edged knife.  Trim about 1/4 inch from each edge before cutting into bars."
b1346a76-a59f-479d-a1c3-586ef61b4d96,5fae8d44-c362-4ad5-ae3a-20429686b6b0,19,"Store bars airtight at room temperature for up to several days, or freezer for longer storage."
22a8832a-9e91-4e34-ab5f-0a28e2f7b16f,e9c6faa6-4508-4474-80be-39063f02de5b,1,"In large pot of boiling water, cook pasta until tender but firm."
c3d6c97f-aa1d-4649-b5b2-e8413726218e,e9c6faa6-4508-4474-80be-39063f02de5b,2,"Meanwhile, steam or boil carrots for 4 minutes."
e4207696-b296-45ad-9501-7ca83f5f6b1e,e9c6faa6-4508-4474-80be-39063f02de5b,3,"Add peas and cook until carrots are tender-crisp, about 3 minutes. Drain and return to pot."
53e521f1-0467-4aae-b8d8-5ec0ab1666c9,e9c6faa6-4508-4474-80be-39063f02de5b,4,"In small saucepan, heat milk over medium heat, until steaming."
94e94c3b-9bc7-4179-8e50-b85068c2f561,e9c6faa6-4508-4474-80be-39063f02de5b,5,Whisk in cream cheese until smooth.
a879253f-89dd-45e1-aba7-ebcab597aa63,e9c6faa6-4508-4474-80be-39063f02de5b,6,Stir in basil.
50e60976-d3fb-4dad-b1d0-4ad573590c74,e9c6faa6-4508-4474-80be-39063f02de5b,7,"Add to pasta along with vegetables, cheeses and green onions."
93726e48-fdb5-41cd-ad68-ce08a101bd1a,e9c6faa6-4508-4474-80be-39063f02de5b,8,Toss to mix and season with salt and pepper to taste.
8664002f-37ed-4efe-a7eb-86ca7d0a50e3,3e0a640d-eb02-4c2f-a8e4-98c912d9f4ec,1,"In a bowl, whisk egg and egg whites until foamy."
78e6bd0a-9148-4f70-b002-6633fde07691,3e0a640d-eb02-4c2f-a8e4-98c912d9f4ec,2,"Add the milk, vanilla, cinnamon and nutmeg."
72eeaabc-b065-4e76-837d-577ff86f311d,3e0a640d-eb02-4c2f-a8e4-98c912d9f4ec,3,Combine and set aside. Preheat oven to 200°F.
966e8f96-85a1-4384-9c39-93de54fc003c,3e0a640d-eb02-4c2f-a8e4-98c912d9f4ec,4,Lightly spray a nonstick skillet with vegetable cooking spray.  Heat over medium hat.
d03537b7-47ad-4f46-8621-98d8d20ce00d,3e0a640d-eb02-4c2f-a8e4-98c912d9f4ec,5,"Dip 4 bread slices into egg mixture, turning to coat. Place bread slices in prepared skillet.  Cook until golden brown, turning once."
4a433e68-7e05-46b0-a998-16b2a132747d,3e0a640d-eb02-4c2f-a8e4-98c912d9f4ec,6,Transfer cooked slices to a plate and keep warm in oven.
963df708-41cd-4239-b8fe-0117953e493d,3e0a640d-eb02-4c2f-a8e4-98c912d9f4ec,7,"Dip remaining slices in egg mixture, cook as above. Divide toast among serving plates."
8b9d15e6-45e8-4b38-a55d-2e150ced7f6f,3e0a640d-eb02-4c2f-a8e4-98c912d9f4ec,8,Sprinkle lightly with cinnamon sugar and top with maple syrup.  Serve immediately.
95757d11-d3c4-4b72-aa8f-545bc4d97f6e,3e0a640d-eb02-4c2f-a8e4-98c912d9f4ec,9,"Variation: For puffy French toast, prapre egg mixture in a large shallow glass dish."
bc19405c-8b5e-45aa-aeeb-08c2bab2f14e,3e0a640d-eb02-4c2f-a8e4-98c912d9f4ec,10,"Add bread slices, turning to coat.  Cover and referigerate overnight.  Cook and serve as above."
3491c62f-1d51-45ec-a075-43159c42eebe,f543d0c9-0627-490b-be40-830acd47e80b,1,Clean and rinse fish.  Pat dry with clean cloth.
45252250-a936-4ef9-99ed-9b53c6190f83,f543d0c9-0627-490b-be40-830acd47e80b,2,Remove skin and bones. Shred.
5738a6a6-325b-4f41-ba08-107ea7de6224,f543d0c9-0627-490b-be40-830acd47e80b,3,Shell and devein any seafood that would require it. Place all seafood in casserole dish.
8ff5cae9-179d-4d87-b083-b40d4cd91d86,f543d0c9-0627-490b-be40-830acd47e80b,4,Cover in lime juice. Refrigerate 2 hours.
f85085a7-222d-4a0a-9348-74caea6c14b2,f543d0c9-0627-490b-be40-830acd47e80b,5,Stir.  Refrigerate 2 hours.
e580b390-0b22-4d94-899d-10df2b443ff1,f543d0c9-0627-490b-be40-830acd47e80b,6,Drain lime juice.
650c0f4a-7f25-4b34-b7cc-d3f2aa271fbf,f543d0c9-0627-490b-be40-830acd47e80b,7,"Mix together jalapenos, onion, oil, tomato, vinegar, salt, pepper, oregano. Stir tomato mixture into fish, coating completely.  Refrigerate 3 hours."
63591a46-4686-43a0-8882-d5a8a616aa89,f543d0c9-0627-490b-be40-830acd47e80b,8,Bring to room temp before serving (about 15 minutes).
5fc062a5-2ba5-4f97-bc54-a2eff49d92e4,f543d0c9-0627-490b-be40-830acd47e80b,9,Garnish with lime wedges.
836afb38-31f8-4b1b-b3ba-348771af1a85,f543d0c9-0627-490b-be40-830acd47e80b,10,Variation: Use lemon instead of lime juice.
123ab6b9-679b-454f-8821-c9e404bc7e2d,40523561-0080-4abc-8d0a-17dc82ce58bd,1,Preheat the oven to 500 degrees.
d041b24a-9e1a-4287-a374-894f6eed431c,40523561-0080-4abc-8d0a-17dc82ce58bd,2,Line a baking tray with aluminum foil.
100a92e1-0578-46a2-b2f7-c030c16540c1,40523561-0080-4abc-8d0a-17dc82ce58bd,3,"Place the tomato, jalapenos, bell pepper and onion, cut sides down, on the pan."
3ec01721-4bb6-4730-8b1d-c6cc8b7075bc,40523561-0080-4abc-8d0a-17dc82ce58bd,4,"Bake until charred, about 30 minutes."
159e033a-079b-401e-a165-cd8b644f8810,40523561-0080-4abc-8d0a-17dc82ce58bd,5,Set aside to cool.
012f0143-0099-418c-885a-f69cdbfd8eab,40523561-0080-4abc-8d0a-17dc82ce58bd,6,"Meanwhile, bring a  large saucepan of lightly salted water to a boil."
442edbce-0489-41e1-9877-f4a093a56c82,40523561-0080-4abc-8d0a-17dc82ce58bd,7,Add the shrimp and immediately turn off the heat. Allow the shrimp to sit in the water 1 1/2 minutes.
51e82733-f7e5-421f-a2e5-a7e91dcba5fb,40523561-0080-4abc-8d0a-17dc82ce58bd,8,"Remove the shrimp from the pot, place in a colander and run very cold water over the shrimp."
1e7f3119-336c-4fd2-88e4-a46fef41a741,40523561-0080-4abc-8d0a-17dc82ce58bd,9,"When cool, drain the shrimp on paper toweling."
1ea0eebc-477d-414d-abf4-d546fa2db33d,40523561-0080-4abc-8d0a-17dc82ce58bd,10,"Place shrimp to a large, non-reactive bowl and set aside. Slip the skins off the tomato and peppers."
255ab407-8b54-4d41-8c0f-28cf614caa1a,40523561-0080-4abc-8d0a-17dc82ce58bd,11,"Place the tomato, peppers and onion in a blender along with the lime juice, orange juice, tomato juice, sugar and salt. Blend until smooth."
d36e902d-25b2-4687-aebd-daf5dea2cfb6,40523561-0080-4abc-8d0a-17dc82ce58bd,12,Taste and season with Tabasco and salt to taste.  Pour the sauce over the shrimp and toss.
439cb602-4882-4a1c-8c91-bcef069047e9,40523561-0080-4abc-8d0a-17dc82ce58bd,13,"Chill until ready to serve. Serve in small bowls garnished with chives, scallions, and cilantro."
000d19a5-530c-45ee-8dc2-46aa0c73f6c9,5a38fe03-ef13-4deb-825a-461ff0cd7dbd,1,Put all the salad ingredients above in a large bowl.
f7a9df38-7535-442b-b78e-3f47b30bc741,5a38fe03-ef13-4deb-825a-461ff0cd7dbd,2,Combine all dressing ingredients in a shaker bottle and shake vigorously.  Pour over above salad.
d98caa38-83f7-4ce6-9348-e48cee783f86,5a38fe03-ef13-4deb-825a-461ff0cd7dbd,3,Serve immediately.
715596cb-557f-4b4c-8ed9-941cb256b166,c63019ae-c7b4-4320-a505-a6ee5dca7dae,1,"Preheat oven to 400 F, prepare pans."
c66d2f2e-9d54-4550-9254-da91477354b2,c63019ae-c7b4-4320-a505-a6ee5dca7dae,2,Thoroughly combine the wet mix ingredients.
25959f5f-55ac-459b-89ad-c03c83837320,c63019ae-c7b4-4320-a505-a6ee5dca7dae,3,Combine the dry mix ingredients and mix thoroughly into the wet mix.
184969ad-8000-4c07-9ae4-7a293fb2956f,c63019ae-c7b4-4320-a505-a6ee5dca7dae,4,Spoon into pans and bake for 20-25 mins.
f9b486a8-b4dd-442d-abf8-ebc04b65f951,0a4a70b4-2376-4772-961c-e8f21409531a,1,Put two slices corn beef and 1 swiss cheese on one piece of bread.
acaa650f-a293-4f56-906f-41f0d458034b,0a4a70b4-2376-4772-961c-e8f21409531a,2,"Heap on sauerkraut, spread dressing over sauerkraut."
4d60aac5-eec7-4e3b-aa8b-0885a9384859,0a4a70b4-2376-4772-961c-e8f21409531a,3,"Put on other 2 slices of corned beef, top with other piece of bread."
e4ae99f8-5d9f-4e35-8e36-33f9a192ed15,0a4a70b4-2376-4772-961c-e8f21409531a,4,"Melt butter in skillet or on griddle over medium heat, grill sandwich on both sides"
f79ce6fe-eb8b-4285-b4c8-7a5bafc8f5b1,0a4a70b4-2376-4772-961c-e8f21409531a,5,serve warm.
3a6dc53c-a2a7-4155-95c4-ab023437a655,0ba60532-388d-4644-aa4e-f67dc12b7fd4,1,Dice onion finely.  Dice tomato into small pieces.
45371a20-43af-4664-bcad-ed171a75bea8,0ba60532-388d-4644-aa4e-f67dc12b7fd4,2,"Fry onion in oil until it brown. (Not all onions will brown, however, so be careful not to burn it!)."
97264402-b618-44a0-8d1f-28e078ca0a27,0ba60532-388d-4644-aa4e-f67dc12b7fd4,3,Add ginger-garlic paste and tomato and fry for about 30 seconds.
9f79077c-bf75-4f8a-a8fb-e4e65ac480a8,0ba60532-388d-4644-aa4e-f67dc12b7fd4,4,Add eggs and salt.  Turn down heat to low.   Scramble the eggs by stirring until desired consistency is achieved.
e7a88fb1-ddec-4370-94c8-2343158b69ff,0ba60532-388d-4644-aa4e-f67dc12b7fd4,5,Enjoy while hot!
d5e229ce-0b73-4ef7-9410-86d18691d242,1362ab71-3232-4dea-9c4b-aa71f668f701,1,Blend all ingredients well.
d0793cba-8a9d-4494-b1f4-8e7d0fea5c3a,1362ab71-3232-4dea-9c4b-aa71f668f701,2,Drop a whole clove of garlic in dressing (don't cut up).
96813778-3f38-4995-9fe4-4924037cde62,7f57b6dc-bb37-43b4-b05d-4e400f34ae1c,1,Stir yeast into water.
d0fecfb9-4b85-4e64-9694-5f701891bfd5,7f57b6dc-bb37-43b4-b05d-4e400f34ae1c,2,"Mix butter, milk, sugar, and salt."
56bc7887-f4de-4f04-a5c8-467138507ecb,7f57b6dc-bb37-43b4-b05d-4e400f34ae1c,3,"Add egg yolks, yeast mixture and 2 cup flour."
a48f5a3b-af8f-4479-8d32-d280790b5ca4,7f57b6dc-bb37-43b4-b05d-4e400f34ae1c,4,Mix thoroughly.
65d9104d-1741-4b92-a8bf-b926a3379b24,7f57b6dc-bb37-43b4-b05d-4e400f34ae1c,5,Add remaining flour and turn dough out on a floured surface.
1f3e6378-e733-4442-aefe-96fecbc4b71b,7f57b6dc-bb37-43b4-b05d-4e400f34ae1c,6,"Knead until smooth, elastic and does not stick to surface."
ad32774d-03bc-4419-a1f3-17f646ed85c0,7f57b6dc-bb37-43b4-b05d-4e400f34ae1c,7,Place in greased bowl and let rise 1 hour.
65cc6085-870c-44d2-b7bf-d6338a85c2e3,7f57b6dc-bb37-43b4-b05d-4e400f34ae1c,8,Grease your baking pan.
f2b14c3b-01fd-4aad-982a-d7857cbca3f1,7f57b6dc-bb37-43b4-b05d-4e400f34ae1c,9,"Filling: mix milk, salt, margarine and sugar."
055533b1-7996-478f-a8c0-43b443517be8,7f57b6dc-bb37-43b4-b05d-4e400f34ae1c,10,Heat slightly until margarine melts and sugar is dissolved.
59db629e-f186-4560-ae81-69f249e53eb9,7f57b6dc-bb37-43b4-b05d-4e400f34ae1c,11,Add nuts then to stretch mixture you can fold in beaten egg whites.
1fb55199-ba90-435b-bb17-47ae7152bb36,7f57b6dc-bb37-43b4-b05d-4e400f34ae1c,12,"After it has risen, divide into 4 equal parts."
0ce3043c-d5a4-4978-90f1-912bebc5e17b,7f57b6dc-bb37-43b4-b05d-4e400f34ae1c,13,Do not knead.
77f93fbd-0474-4b3e-8035-d4218802864e,7f57b6dc-bb37-43b4-b05d-4e400f34ae1c,14,Roll each piece to about 1/8 inch thick.
3bd59ddb-2db7-4538-833d-9db56607ad0e,7f57b6dc-bb37-43b4-b05d-4e400f34ae1c,15,Spread with cooled filling.
f021ec0d-05e0-4b4a-9c44-64e625ebfcf3,7f57b6dc-bb37-43b4-b05d-4e400f34ae1c,16,Roll jelly-roll style and place seam down in a greased pan.
4b21f4b5-841d-4417-bcd6-ccf18c0b267f,7f57b6dc-bb37-43b4-b05d-4e400f34ae1c,17,Let rise for 1 hour.
6149e1cc-8259-4842-8140-9b7f6216a47e,7f57b6dc-bb37-43b4-b05d-4e400f34ae1c,18,Preheat oven to 350°F.
1debac1b-b94d-4bc5-9172-a8650361b29a,7f57b6dc-bb37-43b4-b05d-4e400f34ae1c,19,Bake 40 - 45 minutes.
1ee56311-78e6-47f9-a724-8ce2ed5a1632,1b0444e8-0de1-45cf-a52f-a1c57e838f9a,1,This mixture can be used in recipes calling for self-rising flour.
eeb4232b-5361-4df8-97cc-b0b3963bea7b,2863e8af-0a3d-49e1-8932-4f9f8547c575,1,For Salad Dressing: Mix with buttermilk and mayonnaise.  For Dip: Combine the mix with sour cream and mayonnaise.
bbb5b257-2729-406c-bf86-dd7f175be289,ff0987eb-96e2-4d0c-85b3-4d1f56543d40,1,Combine in an airtight jar.
3814af7b-1c6b-4af6-ab43-aa6df647a197,ff0987eb-96e2-4d0c-85b3-4d1f56543d40,2,Use in baking for self rising flour.
1d0365a0-634e-4397-a654-ff08797f04f2,0e7c5622-a3f7-445b-ac89-d31b13295f54,1,Preheat oven to 350 degrees F.
0b9ec96b-b2e7-473f-a4b1-6ce0dfb50bac,0e7c5622-a3f7-445b-ac89-d31b13295f54,2,Put butter in small bowl.
b1269762-dd6b-4e46-b641-e092566f7b6a,0e7c5622-a3f7-445b-ac89-d31b13295f54,3,"Scald milk (heat till just below boiling) and pour over butter, stir to mix well."
01ca4119-1e24-4738-bc6b-ca4dfe78a961,0e7c5622-a3f7-445b-ac89-d31b13295f54,4,Beat eggs.
639f4cd1-55d9-4e53-8f0c-5c56adc3638f,0e7c5622-a3f7-445b-ac89-d31b13295f54,5,"Gradually stir into milk mixture. Stir in sugar, salt, and  cinnamon."
cbffa7a7-d0e9-45a6-8825-7bbbfce3a348,0e7c5622-a3f7-445b-ac89-d31b13295f54,6,Put bread cubes and raisins in a 1-1/2 quart baking dish; pour in milk mixture. Stir gently to moisten the bread evenly.
29b649fe-4ba6-4f20-a53f-bc5ea809085a,0e7c5622-a3f7-445b-ac89-d31b13295f54,7,Set in a larger pan; add hot water to the outer pan to come halfway up the sides of the baking dish.
92211c27-fe0a-4d55-b375-7bb854a4c387,0e7c5622-a3f7-445b-ac89-d31b13295f54,8,Bake 40 to 45 minutes or until a knife inserted into the  center comes out clean.
ec87adb2-d29c-40e6-978e-4872a8caef5b,0e7c5622-a3f7-445b-ac89-d31b13295f54,9,Serve warm or cold.
0da1cfae-b019-4652-b335-dd87bed79f39,9f412b73-837f-465d-8ce4-22cf79a82d52,1,"Combine cake mix, oil and eggs. Mix well."
62d08bfe-9042-4131-98c4-7f2b3f28f33f,9f412b73-837f-465d-8ce4-22cf79a82d52,2,Add in extra ingredients (1 cup total).
7be2a758-7c72-4519-93be-0893c17f73a2,9f412b73-837f-465d-8ce4-22cf79a82d52,3,Bake at 350 F for about 10 minutes.
3c8ddb1f-38aa-4405-a525-86ef15a50421,9f412b73-837f-465d-8ce4-22cf79a82d52,4,Remove from oven and let cool on pan for several minutes before removing to rack to finish cooling.
3091f1c8-2693-42b8-b2f6-e948c7d86b78,1d59ae58-6452-42b6-9d33-b1cd5ded9837,1,"Using a fork, combine graham cracker crumbs and honey in a small mixing bowl. Press into the bottom of a 13 x 9 x 2 inch pan."
286360dd-6327-4483-a0c3-55f842c123cd,1d59ae58-6452-42b6-9d33-b1cd5ded9837,2,"In a medium bowl, whisk together the instant vanilla pudding and milk until thickened, about 90 seconds; set aside."
acea5f9a-8c7e-4446-a8e9-f220baacdfab,1d59ae58-6452-42b6-9d33-b1cd5ded9837,3,"In another bowl, beat together cream cheese and sugar using a mixer on low speed."
33837318-6922-4a3a-b9e9-e15591dd17bf,1d59ae58-6452-42b6-9d33-b1cd5ded9837,4,"Using a rubber spatula, fold in the pudding until blended."
7d1c40a9-7824-47ed-8e90-37c81a274c90,1d59ae58-6452-42b6-9d33-b1cd5ded9837,5,Spread pudding mixture over graham cracker crust. Arrange bananas on top of pudding mixture; sprinkle with coconut.  Spread on nondairy whipped topping; sprinkle on nuts.
6de1190d-dfa4-4b25-b6dd-2fd652f0b1ea,1d59ae58-6452-42b6-9d33-b1cd5ded9837,6,Cover and chill at least two hours.
2ab16e3a-3537-4e65-a5f6-9110636d64bc,22a53cbc-f14b-4100-9d63-bc021cf0085b,1,Preheat oven to 350°F.
843b56fd-974d-4d05-be61-5194d35252d2,22a53cbc-f14b-4100-9d63-bc021cf0085b,2,Saute onion and mushroom stems in bacon fat until tender.
537d5c58-3232-4df6-b733-8c689bf46e6f,22a53cbc-f14b-4100-9d63-bc021cf0085b,3,Drain off excess fat.
62bb6b40-7ed7-499f-aee6-c72fc84a41d9,22a53cbc-f14b-4100-9d63-bc021cf0085b,4,"Mix crumbled bacon, onion and stems with softened cream cheese until the mixture is workable."
182dc4eb-ff45-4277-bf25-15c77c293b3d,22a53cbc-f14b-4100-9d63-bc021cf0085b,5,Stuff each mushroom and bake for 10-15 minutes.
aa08b6b2-425f-44db-a766-6b73d6894b10,22a53cbc-f14b-4100-9d63-bc021cf0085b,6,Finish under the broiler just until tops are golden.
b2dd7629-9a04-4cf9-8e94-a55ed2821766,8e244bda-becb-4164-a7b9-cf7949cbc0c9,1,"Saute the garlic, onion, and celery in 4 tablespoons of vegetable stock for 3-5 minutes over medium heat."
9852ec41-5ec6-433e-ad1a-cc3246deecbf,8e244bda-becb-4164-a7b9-cf7949cbc0c9,2,"Add the tomatoes, mushrooms, and 4 cups of vegetable stock. Continue to cook for 10-12 minutes."
62d42141-fe2f-46a9-9efa-02d61d16781f,8e244bda-becb-4164-a7b9-cf7949cbc0c9,3,Add the remaining ingredients and cook for 10 additional minutes.
4e976ca6-627f-4f58-8e46-8367a3a4d89d,8e244bda-becb-4164-a7b9-cf7949cbc0c9,4,Taste and adjust seasoning if necessary.
72098bc1-2462-445a-a5fc-d79e7de0ea4c,1cff02d3-dd13-421a-a913-8851db38c244,1,"In small bowl, combine honey with juice concentrate, orange zest, garlic, salt and red pepper flakes."
