id,title,description,prep_time,cook_time,published,category,servings,owner
c277d157-04f5-40de-a222-b23a6614a064,Herbed Pizza Crust,Make and share this Herbed Pizza Crust recipe from Food.com.,20,5,1999-08-30,Breads,4,
d8efb3e8-d8bc-4354-a039-0d09ddee2ccf,Soured Milk Cake,Our milk here sours quickly and I would rather use it than throw it away.    This was given to me when I was first married by my sister-in-law It's an old favourite.,5,25,1999-08-16,Dessert,,
25d8e268-36db-4b58-adcf-51950cb43e86,Spaghetti Alla Carbonara,Make and share this Spaghetti Alla Carbonara recipe from Food.com.,5,20,1999-08-18,Spaghetti,,
99d81b87-8ef0-4295-87f6-b6a6abdaad8c,Spanish Peanut Cookies,Make and share this Spanish Peanut Cookies recipe from Food.com.,10,15,1999-08-20,Drop Cookies,,
0cd69f20-6977-4f07-8109-58b137a8dfe1,Spinach Cashew Salad,When choosing salads as a low-fat diet choice be careful of  ingredients used and the amount of dressing drizzled over the  salad. Both can add up fat grams and calories quickly.,0,,1999-08-23,Free Of...,,
7e98390d-42c4-48cd-8ba0-35482b5403f8,"Beef, Pepper & Mushroom Kabobs","Make and share this Beef, Pepper & Mushroom Kabobs recipe from Food.com.",0,30,1999-08-11,Free Of...,4,
da9d2547-ab65-48ac-a2ae-3f6d540cf81f,Sweet Sour Sauce Secrets,"With a little imagination, and some courage, the quest for unique sweet sour sauce can be fulfilled with this simple formula. First thing to try to appreciate is that cooking is a creative sport. SO... Here is a formula that will lead to your own Great Sweet Sour Sauce.",5,5,1999-09-12,< 15 Mins,,
db2144e6-a51c-4edf-85a1-edcc0f880a4e,Taco Seasoning Mix,Make and share this Taco Seasoning Mix recipe from Food.com.,5,,1999-08-15,Mexican,,
e6fd7cfb-d8f6-48ee-93e9-030871679702,Tame Kimchi,Make and share this Tame Kimchi recipe from Food.com.,0,,1999-08-17,Vegetable,6,
104846fc-31d8-4951-a2ae-b2d3c35b9b4e,Teriyaki Chicken W/pecans,Make and share this Teriyaki Chicken W/pecans recipe from Food.com.,0,,1999-08-08,Chicken Breast,,
8dbef4ea-7272-4616-a505-9dd6f97cc801,Beer Can Chicken,Make and share this Beer Can Chicken recipe from Food.com.,30,90,1999-08-23,Whole Chicken,8,
58e02254-5ca4-423f-b093-fa70705fcf8f,The Whole Earth Cracked Wheat Bread,Make and share this The Whole Earth Cracked Wheat Bread recipe from Food.com.,0,,1999-08-23,Yeast Breads,,
ae87de50-563d-455e-bf94-24a381e2efd1,Tomato Sauce II,Make and share this Tomato Sauce II recipe from Food.com.,10,40,1999-09-07,Sauces,,
7c6108ae-63d7-44b9-8a9f-5c7394001cee,"Mild Italian Sausage, Tomato &amp; Zucchini Stew","Make and share this Mild Italian Sausage, Tomato &amp; Zucchini Stew recipe from Food.com.",0,60,1999-09-07,Stew,,
dab96270-26c3-4e39-abe1-95ecc926afc6,Tuna Tostadas,Make and share this Tuna Tostadas recipe from Food.com.,0,,1999-08-10,Tuna,4,
1a100713-8644-4969-9301-114dcd068e60,Turkish Spinach and Lentil Soup,Make and share this Turkish Spinach and Lentil Soup recipe from Food.com.,0,,1999-08-15,Lentil,8,
ddc31cd1-94ba-4597-8d35-89477e367bd9,Virginia State Peanut Soup,This soup is a favorite in my neck of the woods. This is high in calories and it will fill you up quickly. It is the kind of soup that will stick to your ribs.,30,,1999-09-13,Fruit,,
9076a9e3-7a1e-477b-94d8-8c50e24ed5f7,Yeast Biscuits,These biscuits work every time and are really good for making ham biscuits or other 'sandwiches'. They hold up well and yet are tender with a wonderful flavor. Prep time includes rest time.,120,12,1999-08-19,Yeast Breads,16,
b94c6670-4029-46f8-b868-d417b1cd8bc5,Zucchini Bars,"This time of year it seems we all have extra-large zucchini, which makes great bread and stuff.  Here is a recipe to help you that is yummy for bars.  Hope you enjoy!",10,25,1999-08-28,Bar Cookie,,
7e822833-95a1-4d6d-a9c1-578f84cc20c2,Apple and Cheddar Corn Muffins,Make and share this Apple and Cheddar Corn Muffins recipe from Food.com.,0,,1999-09-05,Quick Breads,12,
ce1609ac-02de-462e-9ace-c3131d0a6a8b,Hot Jalapeno Pepper Jelly,Make and share this Hot Jalapeno Pepper Jelly recipe from Food.com.,30,20,1999-08-24,Jellies,80,
f6be1f01-0c93-4405-869b-fab37b671a62,Hot Pizza Dip,Make and share this Hot Pizza Dip recipe from Food.com.,10,10,1999-08-15,< 30 Mins,10,
4516940f-9869-44bc-a609-a53570d6a378,How to Toast Pecans,Make and share this How to Toast Pecans recipe from Food.com.,1,5,1999-08-26,Lunch/Snacks,,
ce8f38b5-90de-4cf2-bcf4-694ca8447f39,Lemon Jello Cake,Make and share this Lemon Jello Cake recipe from Food.com.,10,35,1999-08-16,Gelatin,,
0514a109-ac3a-41af-95f2-443369dffc54,Banana Sultana Muffins,Make and share this Banana Sultana Muffins recipe from Food.com.,10,25,1999-08-23,Quick Breads,,
119043d0-d8d1-4631-b338-87a615c17643,M&amp;M Cookies,Make and share this M&amp;M Cookies recipe from Food.com.,0,8,1999-08-22,Drop Cookies,,
2bd9dd31-a8f2-4772-b387-ffaab78643a0,Guacamole With Sour Cream,"My guacamole is very free-form, but here are the basics:  Figure about 1/2 large avocado per person. I don't care whether I'm using Haas or regular avocados - some people do. Pick ones that give to mild pressure but are not mushy. If you can't find any that are ripe, get hard ones and keep them in a paper bag for a couple of days until they ripen.",10,,1999-09-15,Fruit,2,
5384282e-b014-43aa-892a-2731fe3876fb,Guacamole -Rancho De Chimayo Dip,Make and share this Guacamole -Rancho De Chimayo Dip recipe from Food.com.,20,,1999-09-15,Mexican,,
95f9adac-2c9f-46d6-98c4-1194eedf8ad8,Half-Time Shredded Beef Sandwiches,Make and share this Half-Time Shredded Beef Sandwiches recipe from Food.com.,30,120,1999-08-10,Lunch/Snacks,12,
fd9aea88-d9d7-477d-b806-b84fe5ecaa4e,Baked Fish With Orange,Make and share this Baked Fish With Orange recipe from Food.com.,15,30,1999-09-19,Fruit,4,
c0d34ee7-e4df-4fd8-8b2e-055246e673df,Baked French Toast,Make and share this Baked French Toast recipe from Food.com.,0,,1999-09-07,Breakfast,4,
32890714-90c8-4c28-a6b5-6fe48001fc4c,Ken's Hamburgers,Make and share this Ken's Hamburgers recipe from Food.com.,10,10,1999-08-25,Meat,1,
9c99c74e-b7d2-4ff8-8aa9-32eac0e18160,Linzertorte,Make and share this Linzertorte recipe from Food.com.,120,45,1999-08-12,Dessert,8,
a5ae0214-145e-4902-97bb-a3023e3c757c,Monster Cookies,Make and share this Monster Cookies recipe from Food.com.,15,15,1999-08-16,Drop Cookies,84,
1557ef0d-a1ad-40ed-8d29-587d1accb337,Mulberry Jam,Make and share this Mulberry Jam recipe from Food.com.,0,,1999-08-30,< 15 Mins,,
0be5420d-57e2-4ad9-a3e1-2e35ebdf3951,Mushroom Pot Roast,Make and share this Mushroom Pot Roast recipe from Food.com.,20,75,1999-08-15,Weeknight,,
d4a2a42c-2136-4ee3-b0a5-3b73713f50e6,Oatcakes,Make and share this Oatcakes recipe from Food.com.,0,20,1999-08-09,Dessert,4,
ae46f5ff-2185-4950-8177-3a292d1501ec,Grape Nuts-Oatmeal Cranberry Cookies,Make and share this Grape Nuts-Oatmeal Cranberry Cookies recipe from Food.com.,0,8,1999-08-20,Drop Cookies,,
1df6ac02-c536-49a9-9d18-6b98a4c8bc16,Outback Steakhouse Walkabout Onion Soup,This is a nice delightful soup that is easy to  prepare. I personally  like to use the 1015's  sweet mild onions when  they are in season.,15,60,1999-08-22,< 4 Hours,4,
1e45791f-d7f8-4eae-9f5f-de821ae89f61,Pasta with Blue Cheese Sauce,Make and share this Pasta with Blue Cheese Sauce recipe from Food.com.,0,,1999-08-13,Cheese,2,
83d44e0c-5cd4-42e2-96c4-12d1c1f2ffcf,Peach Sour Cream Pie,Make and share this Peach Sour Cream Pie recipe from Food.com.,0,,1999-08-21,Pie,1,
140e7be4-b80f-405d-92e6-5b975f86d52d,Battenburg Cake,Make and share this Battenburg Cake recipe from Food.com.,15,35,1999-08-11,Dessert,12,
1bb67ed8-b2fb-422a-bf0d-8236f1e0b90e,Pecan Honey Butter,Make and share this Pecan Honey Butter recipe from Food.com.,5,,1999-08-21,Fruit,20,
8be39bd7-bc34-47e8-8b11-5b7c9b436c55,Pina Colada Cake,Make and share this Pina Colada Cake recipe from Food.com.,10,35,1999-08-07,Dessert,15,
e8bc698d-014c-454e-ba10-cfbb8211a241,Pizza Fondue,Make and share this Pizza Fondue recipe from Food.com.,15,10,1999-08-23,< 30 Mins,,
fa7174fe-c099-4207-ad71-36b586bf831d,BBQ Portabella,Make and share this BBQ Portabella recipe from Food.com.,0,10,1999-08-30,Vegetable,1,
97565f7a-0771-4c4f-9ca9-e1e0e7232fc3,Pizza Pockets,Make and share this Pizza Pockets recipe from Food.com.,20,30,1999-08-22,Lunch/Snacks,6,
946e7f8d-0994-41ed-a0b1-a9182c03aa20,Potato Cauliflower Soup,Make and share this Potato Cauliflower Soup recipe from Food.com.,1,,1999-08-17,Potato,8,
09c55a8c-61af-45d4-b0ba-6574469b54f5,Potato Salad with Cooked Dressing,Make and share this Potato Salad with Cooked Dressing recipe from Food.com.,0,,1999-09-03,Potato,,
c3183c1d-a0df-4e1d-aa94-4a42d2bed542,Potato-Crusted Meatloaf,I have had this recipe for a long time and do not know where I got it other than it was from a magazine.,20,60,1999-09-12,Potato,,
a6ada5ed-cb72-4ffb-b4df-e6b6d42cac3c,Prawns (Shrimp) on the Barbie Aussie Style,Make and share this Prawns (Shrimp) on the Barbie Aussie Style recipe from Food.com.,0,,1999-09-05,Very Low Carbs,4,
cc683d72-e44b-4a6b-90d2-31db236dc348,Ritz Cracker Pie,Make and share this Ritz Cracker Pie recipe from Food.com.,40,40,1999-08-24,Pie,8,
b919e01c-620b-47a7-89ea-9d534a425da1,Roast Suckling Pig,"Select a whole pig weighing 30 to 35 pounds and have the butcher clean it. Long, slow cooking yields a marvelously tender product.",30,100,1999-08-18,Roast,20,
75d9b80f-0ab7-48eb-9ca9-65dd716ce33b,Roasted Red Snapper,Make and share this Roasted Red Snapper recipe from Food.com.,0,,1999-09-08,Very Low Carbs,4,
e4ab2afb-d9ce-4e6a-a10f-47287ddeef8e,Root Beer Cake,Make and share this Root Beer Cake recipe from Food.com.,10,35,1999-09-15,Dessert,12,
76ac4bc0-9fe1-4e9e-a5ba-5882b7fe827e,Saucy Seafood Newburg,Here is a Seafood Newburg recipe that I make for parties-you can just use extra lobster instead of the mixed seafood.  Seafood Newburg,0,,1999-08-31,< 15 Mins,12,
96c22e1a-504f-4a26-b629-1fe16a9c7dfe,Shrimp Sauce for Pasta,Make and share this Shrimp Sauce for Pasta recipe from Food.com.,10,20,1999-08-12,Healthy,4,
87618b25-e6fd-4b49-a8d7-2efd94db2292,Simple Hamburger Vegetable Soup,Make and share this Simple Hamburger Vegetable Soup recipe from Food.com.,0,70,1999-08-10,Low Cholesterol,,
9d162c14-d6ea-43cf-be96-c1c10955dedc,Ga Kho (Ginger Chicken),Make and share this Ga Kho (Ginger Chicken) recipe from Food.com.,0,,1999-09-26,Poultry,2,
7cb55a2f-dd04-40e1-aab6-6029d090b4f8,Herbal Vinegars,"Herbal vinegars are easy to prepare, beautiful to look at and can be used in any recipe that calls for vinegar. Plus they make great gifts from your garden. The prodecure for making any herbal vinegar is the same, no matter what herb or combination of herbs you are using. All you need are some herbs, top quality vinegars, glass jars and a glass or stainless steel saucepan. For the best retention of flavors, store flavored vinegars in the refrigerator or a cool dark place. If properly prepared, flavored vinegars should retain good quality for two to three months in cool room storage and for six to eight months in refrigerated storage. -=Attention=- Should you decided to display pretty bottles of herb and fruit vinegars on a kitchen window sill. If left out for more than a few weeks, these bottles are then considered as decoration and not used in food preparation.",0,,1999-09-26,< 15 Mins,,
740fb8c8-48b3-44fd-93e3-81946031c076,Herbal Vinegar With Lemon Verbena &amp; Mint,"Herbal vinegars are easy to prepare, beautiful to look at and can be used in any recipe that calls for vinegar. Plus they make great gifts from your garden.  The prodecure for making any herbal vinegar is the same, no matter what herb or combination of herbs you are using.  All you need are some herbs, top quality vinegars, glass jars and a glass or stainless steel saucepan.
For the best retention of flavors, store flavored vinegars in the refrigerator or a cool dark place. If properly prepared, flavored vinegars should retain good quality for two to three months in cool room storage and for six to eight months in refrigerated storage. 
-=Attention=-
Should you decided to display pretty bottles of herb and fruit vinegars on a kitchen window sill. If left out for more than a few weeks, these bottles are then considered as decoration and not used in food preparation.",5,15,1999-09-26,< 30 Mins,,
6b99c09e-28ea-4094-bb29-ead88a12cd6a,Herbal Vinegar with Basil,"Herbal vinegars are easy to prepare, beautiful to look at and can be used in any recipe that calls for vinegar. Plus they make great gifts from your garden. The prodecure for making any herbal vinegar is the same, no matter what herb or combination of herbs you are using. All you need are some herbs, top quality vinegars, glass jars and a glass or stainless steel saucepan.
For the best retention of flavors, store flavored vinegars in the refrigerator or a cool dark place. If properly prepared, flavored vinegars should retain good quality for two to three months in cool room storage and for six to eight months in refrigerated storage. 
-=Attention=-
Should you decided to display pretty bottles of herb and fruit vinegars on a kitchen window sill. If left out for more than a few weeks, these bottles are then considered as decoration and not used in food preparation.",0,,1999-09-26,Very Low Carbs,1,
bf193703-6ec6-47c5-9faf-499b8a54efca,Banana Bread II,Make and share this Banana Bread II recipe from Food.com.,0,60,1999-09-26,Quick Breads,6,
952567e3-b307-456f-846e-3d474c4c0b4f,Best Banana Bread,Make and share this Best Banana Bread recipe from Food.com.,10,60,1999-09-26,Quick Breads,10,
6786d3c9-5579-4713-ba6b-6920cbb9ec32,Strawberry Shake,Make and share this Strawberry Shake recipe from Food.com.,5,5,1999-09-28,Shakes,2,
a4496e7d-826c-4c13-9bf5-28c71a3378c4,Orange Roughy with Veggies,Make and share this Orange Roughy with Veggies recipe from Food.com.,0,,1999-09-28,Orange Roughy,6,
8f6b0dc8-35a6-4b51-a65b-32d8b00e076d,Orange Roughy Veracruz,Make and share this Orange Roughy Veracruz recipe from Food.com.,0,,1999-09-28,Orange Roughy,4,
603e7097-8910-4a7e-a8b2-f7eb7778ddc7,Macaroni and Cheese,Make and share this Macaroni and Cheese recipe from Food.com.,0,,1999-08-09,Cheese,,
4ba7c4b6-9164-47d2-b453-f1b7edc544c3,Soft Pretzels,Make and share this Soft Pretzels recipe from Food.com.,0,,1999-09-02,Healthy,12,
1df3bd5e-1ec8-4bb0-87f0-09e1533c84bb,Pao Doce (Portuguese Sweet Bread),Make and share this Pao Doce (Portuguese Sweet Bread) recipe from Food.com.,0,,1999-09-06,Yeast Breads,,
5607630f-177a-4952-9be1-947eb0af5a0a,7-Up Pound Cake,Make and share this 7-Up Pound Cake recipe from Food.com.,15,60,1999-08-24,Dessert,12,
7c03015c-d558-4288-9f11-6e51750d5b58,Winnipeg Chicken Curry,Make and share this Winnipeg Chicken Curry recipe from Food.com.,20,30,1999-08-13,Chicken Breast,,
9332c0df-425a-498b-8d56-ecc7dcbcb83a,Barbecued Pork Strips,Make and share this Barbecued Pork Strips recipe from Food.com.,5,480,1999-08-11,Pineapple,15,
897ed83a-c96d-487a-8ff8-816dcee3ae15,Raspberry Sherbet Punch,Make and share this Raspberry Sherbet Punch recipe from Food.com.,2,,1999-08-16,Punch Beverage,,
7880f1de-56bd-49b4-9907-1128393c90fa,Apple Bread Pudding,Make and share this Apple Bread Pudding recipe from Food.com.,0,,1999-08-14,Dessert,,
1d3eb51b-4653-41ad-9ae8-e5ea21c28c7d,Apple Chutney,Make and share this Apple Chutney recipe from Food.com.,30,120,1999-09-10,Chutneys,,
ecc8b30a-91e3-4020-96a0-449ede2cea7c,Cereal Apple Pie Bars,"A Land-O-Lake classic recipe. I've learned the hard way not to roll the crust out on waxed paper. Just make sure you flour the counter extremely well. The easiest way for me to move the crust from the counter to the pan is to fold it over, flour the top if necessary and fold it over again.",60,50,1999-08-26,Bar Cookie,,
0c2a07a0-1f7f-4d6c-ab17-0fa4d8f23173,Old Fashioned Raisin Pie,Make and share this Old Fashioned Raisin Pie recipe from Food.com.,0,,1999-08-18,Pie,6,
6a6c5cc1-b61f-480c-bb31-8897a57329dd,Marks Twice Baked Potatoes,Make and share this Marks Twice Baked Potatoes recipe from Food.com.,0,,1999-09-15,Potato,4,
66b5db0a-9872-48a0-abff-e868ff214932,Pickled Apples,Make and share this Pickled Apples recipe from Food.com.,0,,1999-08-25,Dessert,4,
ab052e17-4930-4579-bdc3-dd171a39c782,Marlin (or Shark) Espanole,Marlin is very firm fleshed so you can use your favourite tuna or swordfish recipe. It  grills very nicely.,0,,1999-09-07,Canadian,6,
53ae1dc3-5302-4ede-a99f-404ed88dd58d,Pacific Blue Marlin (Kajiki),Marlin is very  firm fleshed so you can use your favourite tuna or swordfish recipe. It  grills very nicely.,0,,1999-09-07,< 15 Mins,5,
c206019c-fab4-422a-b63b-fdf2d72d6bd7,Georgia-On-My-Mind Peach Pecan Crisp,Make and share this Georgia-On-My-Mind Peach Pecan Crisp recipe from Food.com.,15,40,1999-08-17,Dessert,6,
ae7ff3d4-ad34-4126-a1a8-9db9431a5d03,Senator Barry Goldwater's Expert Chili Con Carne With Beans,Make and share this Senator Barry Goldwater's Expert Chili Con Carne With Beans recipe from Food.com.,20,300,1999-08-19,Tex Mex,6,
e9b08b15-9301-433c-9af5-7cab32256d9a,Spicy Pork and Black Bean Chili,Make and share this Spicy Pork and Black Bean Chili recipe from Food.com.,0,,1999-08-19,Pork,8,
1534f27f-aa95-499b-ba5b-186835cdca1d,Lemon Herbed Salmon,Make and share this Lemon Herbed Salmon recipe from Food.com.,0,,1999-09-15,High Protein,8,
863457b2-d398-4ab5-8bae-23472920c4c2,Blinde Vinken,Make and share this Blinde Vinken recipe from Food.com.,10,70,1999-09-08,Veal,6,
c53bf8b0-64a8-4ab4-817e-1f10e7014564,Caribbean Coffee,Make and share this Caribbean Coffee recipe from Food.com.,0,,1999-08-30,Caribbean,8,
5efd7b56-90cd-468c-99a9-e58b2eb174e1,Cafe Borgatta,Make and share this Cafe Borgatta recipe from Food.com.,10,,1999-08-30,Beverages,,
3f63fb6c-bc29-4772-a695-dbcea3187ebd,Lemony Salmon Patties,Make and share this Lemony Salmon Patties recipe from Food.com.,0,,1999-09-15,< 15 Mins,8,
db65cd05-e3a7-4431-bcb4-21d0a7e3349d,No-Bake Cereal Bars,Make and share this No-Bake Cereal Bars recipe from Food.com.,10,,1999-09-02,Bar Cookie,1,
d9f5b88d-007d-467e-9ebe-2b87a990240d,Chicken a la King II,Make and share this Chicken a la King II recipe from Food.com.,0,,1999-09-21,Chicken,6,
03d501e7-b7f5-4176-9867-9efee13ddbb8,Cheddar Cheese Mashed Potato Casserole,I used this recipe a lot when my kids were younger and it was helpful to have part of supper ready ahead of time. Especially because babies ALWAYS seem to be fussy when it is time to make dinner. Works great for company or potluck too.,20,60,1999-09-29,Potato,,
09791ae3-6f04-4901-90fd-c56030e0ce9f,Mock Devonshire Cream Substitute,Make and share this Mock Devonshire Cream Substitute recipe from Food.com.,10,,1999-09-29,European,,
6db6a7c0-508e-4cd2-ad43-795ee8a839ae,Creole Black Beans and Rice,This one of my favorite recipes. It is a crockpot recipe but I'm sure you  could cook it on the stovetop also. It's pretty spicy.,0,,1999-09-30,Rice,,
a0a1a729-25c8-477b-8101-a2fbdb730eef,Carrot-Raisin Salad,Make and share this Carrot-Raisin Salad recipe from Food.com.,0,,1999-09-30,Low Protein,,
ffc6e352-941c-4d16-8221-6587fb982445,Homemade Baked Ziti,Make and share this Homemade Baked Ziti recipe from Food.com.,30,60,1999-09-30,European,,
17c7851f-8d27-4ac8-b455-e6f2888e6946,My Favorite Roll out Sugar Cookies,Make and share this My Favorite Roll out Sugar Cookies recipe from Food.com.,0,7,1999-09-30,Dessert,48,
a714d25e-8db6-4b99-ab08-739358152193,Pizzelles,Make and share this Pizzelles recipe from Food.com.,0,,1999-09-30,Dessert,,
882091b7-d342-4d0c-b695-8ac1ae87556c,Paella,Make and share this Paella recipe from Food.com.,15,60,1999-09-30,Mussels,8,
1dd9ae88-01fe-4146-8743-d7f9630db248,Mashed Potatoes,Make and share this Mashed Potatoes recipe from Food.com.,0,,1999-09-30,Potato,6,
ab1a23bb-0bc9-4de8-ac12-1a4c10b451b5,Crab-Stuffed Mushroom Bake,This recipe came from Southern Living Magazine years ago.....make copies of  it to take with you wherever you serve it!  They will ask for it,0,,1999-09-30,Crab,6,
06efb3e5-490a-4f71-b8e6-2e9ede24d213,Daisy Mae's Fried Apples,"each fall, I use these with pork chops, pork roast - whatever.  They are wonderful, and so easy to make, from my Grandma Daisy's kitchen.",0,,1999-09-30,Apple,6,
5f3b5aa8-3b74-4beb-bf53-4f0b0d7750df,Low-Carb Stuffed Cabbage Hotdish,Make and share this Low-Carb Stuffed Cabbage Hotdish recipe from Food.com.,0,,1999-09-30,Pork,6,
297ef30e-1f34-43fb-85fb-4203a0d2b734,English Flapjack,"This is my recipe for Flapjack, inherited from my English mother. It doesn't have golden syrup in it, but you could try using 3 oz of Lyles with 3 oz brown sugar and seeing how it turns out. I'm sure it would work quite well.",5,35,1999-09-30,European,,
2d62aeca-30b9-417a-8a24-d69127c10ff7,Turtle Brownies,Make and share this Turtle Brownies recipe from Food.com.,0,,1999-09-30,Bar Cookie,24,
56a3abf1-14ef-4687-b66e-d23661328f10,Olive-Nut Spread,Make and share this Olive-Nut Spread recipe from Food.com.,10,,1999-10-03,Spreads,4,
929175d3-4357-4abd-b800-ce35df1329b3,Quiche Lorraine,Make and share this Quiche Lorraine recipe from Food.com.,10,30,1999-10-01,Savory Pies,6,
a6fc56de-30ce-4947-863e-33e4cfa47248,Kitty Litter Cake,Make and share this Kitty Litter Cake recipe from Food.com.,45,15,1999-10-03,Dessert,20,
ec031df5-84e8-42b0-bd29-2c082a695068,Halloween Worms,Make and share this Halloween Worms recipe from Food.com.,15,5,1999-10-03,Candy,,
a110f7ab-d6c5-4f91-bc11-21cde7e71d0b,Confectioner's Sugar Cookies,Make and share this Confectioner's Sugar Cookies recipe from Food.com.,0,6,1999-10-01,Dessert,60,
589f676d-3f77-450c-8228-5fd88b708f5a,Turkey and Black Bean Stew,"This recipe is a little bit of work, but I think it's worth it for good food.  Serve with cooked rice and chopped scallions for garnish.",60,120,1999-10-02,Stew,8,
a92a488e-0cad-4cec-a72c-6f2e79d7b9f2,Chicken Drumsticks in Ginger Wine,"This is an adopted recipe of mine. I have added a few ingredients, lengthened the cooking time, and I thnk it's great!",5,60,1999-10-02,Chicken Thigh & Leg,4,
e4d76717-5564-4f8b-a31c-06da9e2e492a,Chicken with Lemon Curry Sauce,"This dish is excellent served with Basmati rice since there will be a little extra sauce to spoon over the chicken and to flavor the rice nicely. This recipe is courtesy of the ""Spice of Life Cookbook"" by Treva Davis (no longer in print).",30,40,1999-10-02,Curries,4,
a95793f6-da82-47fd-9935-eec801de031c,Delicious Chicken Feet,This is an adopted recipe that grabbed my heart.  Chicken feet can be found in most Asian markets for less than 50 cents a pound.  They work very well in stock too.,5,90,1999-10-05,Chicken,,
cf61ccc4-274d-49f7-bb31-de69e10e28cf,White Sauce Seafood Lasagna,Make and share this White Sauce Seafood Lasagna recipe from Food.com.,10,50,1999-10-04,European,8,
aac33c56-33d8-4c15-8771-7211b0f92c8b,Tiramisu - Olive Garden,Make and share this Tiramisu - Olive Garden recipe from Food.com.,0,,1999-10-04,Dessert,6,
9fc8d82a-690a-4ac5-8b8e-43c083a637f7,Taco Rice,Here is the version of Taco Rice that we have  made at our house. It came out of the freezer and tasted better  than the day we made it I thought. I also boiled  the ground beef. I made  it because it was a recipe that my sister-in-law wanted to make when we  were cooking together. My family liked it and so did I. I will  definitely  make this again.  Khandi                            Taco Rice,0,,1999-10-04,Brown Rice,6,
808b8d37-1204-422f-a622-4a10123eabbf,Orange and Lemon Schnitzel Rolls,"I made this today and it tasted good, BUT I would use veal schnitzel instead of  beef.  Maybe the beef I used was from the very rear end of the schnitzel, the  meat was tough, but the innards were good :-)",25,50,1999-10-03,Meat,3,
5057c2a6-c9eb-438c-9cb9-6b18bc490f60,Ginger Tea,Make and share this Ginger Tea recipe from Food.com.,0,,1999-10-06,Beverages,,
9c3122e3-e695-491c-b682-ba5c8f4f0c3f,Sugar Cookies,Make and share this Sugar Cookies recipe from Food.com.,5,55,1999-10-06,Dessert,16,
f3f57cff-f41a-4815-b806-b01a0145ac13,Turkey Noodle Soup,With Thanksgiving close at hand (early October in Canada and late November in the United States) this simple recipe helps utilize the inevitable turkey leftovers. Enjoy!,15,90,1999-10-06,Poultry,10,
a0766177-351d-4eb5-af38-6f916975fb92,Rose Petal Jam,Make and share this Rose Petal Jam recipe from Food.com.,0,,1999-10-06,< 15 Mins,,
7c22162d-f092-4ffd-813c-2295ee284030,Cherry Chocolate Brownies,Make and share this Cherry Chocolate Brownies recipe from Food.com.,30,25,1999-10-06,Bar Cookie,24,
057e5fbb-3eee-4fce-8ec4-624d49a30903,Chicken Parmesan Express,Make and share this Chicken Parmesan Express recipe from Food.com.,0,20,1999-10-06,Chicken,4,
1b99486a-1b17-4185-a218-95969c4b6735,Crispy Chicken,Make and share this Crispy Chicken recipe from Food.com.,15,35,1999-10-06,Chicken,4,
22a9e25a-9ecd-470f-b56b-6525b89d87a4,Italian Chicken Breasts,Make and share this Italian Chicken Breasts recipe from Food.com.,5,25,1999-10-06,Chicken Breast,6,
6d8734cf-3739-4929-bfb7-8044c1dfa72f,German Chocolate Cake,"This is the traditional light chocolate cake with the coconut and pecan icing that we remember from our childhood. 
Note: if you are making the 3 tiered version, I highly recommend you make more of the icing. (It also doesn't hurt to do that if you are making the 2 layered version. Ha ha!) Please use the ingredient amounts in parentheses to increase the yield by about 50%.
In response to the one-star review: Yes, it *was* originally called German's Chocolate Cake but most of the mixes, recipes and ads for selling a cake like this, that I see, call it &quot;German Chocolate Cake&quot;. That is also what everybody I know calls it and what I would search for if I was looking for the recipe. Therefore, that's what I'm calling mine.",15,45,1999-10-06,Dessert,12,
6b9738bb-a982-41e8-ad51-b263ea3c6587,Fried Cornbread III,Make and share this Fried Cornbread III recipe from Food.com.,0,,1999-10-07,Breads,,
374e09a6-6a29-40ca-91d6-861127de3c51,Vanishing Oatmeal Raisin Cookies,Make and share this Vanishing Oatmeal Raisin Cookies recipe from Food.com.,10,10,1999-10-07,Drop Cookies,,
77bcdb7b-68ee-495d-801b-cd6692ef13cc,Bruschetta II,Make and share this Bruschetta II recipe from Food.com.,20,15,1999-10-06,Vegetable,6,
890730b4-7156-4ecf-b099-1ecac8c72148,Walnut Brownie Cheesecake,"This recipe is one of my Adoptees. After making it, I felt it needed something to perk it up a bit and Chocolate Fluff Icing recipe#81988 was a perfect addition. This cheesecake has a different texture than traditional cream cheese cheesecakes but delicious none the less. Enjoy!",25,70,1999-10-06,Cheesecake,10,
2c226220-2906-4c82-aa7e-ff4f2a539ace,Empanadas de Honoro (Beef Turnovers),Make and share this Empanadas de Honoro (Beef Turnovers) recipe from Food.com.,0,,1999-10-08,Meat,8,
af50fbae-7e26-463e-9b7c-02435de3952b,Gingerbread Men,Make and share this Gingerbread Men recipe from Food.com.,10,12,1999-10-08,Dessert,,
8b0cbb24-d9f0-47de-a9f8-7c527315ba8b,Focaccia with Rosemary & Olives,"This is a simple and basic Focaccia recipe.  Focaccia is an Italian flat bread which is used as a side to many meals, as a base for pizza or as sandwich bread.",20,20,1999-10-08,Breads,4,
59182103-f631-42f4-8e31-49a5acf635f0,Focaccia,Make and share this Focaccia recipe from Food.com.,60,30,1999-10-08,Breads,4,
